[0.037s] Invoking command in '/home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs -- -j8 -l8
[0.100s] [  2%] Built target velodyne_msgs__cpp
[0.102s] [ 12%] Built target velodyne_msgs__rosidl_generator_c
[0.111s] [ 12%] Built target ament_cmake_python_copy_velodyne_msgs
[0.140s] [ 23%] Built target velodyne_msgs__rosidl_typesupport_cpp
[0.147s] [ 33%] Built target velodyne_msgs__rosidl_typesupport_fastrtps_cpp
[0.162s] [ 43%] Built target velodyne_msgs__rosidl_typesupport_introspection_c
[0.175s] [ 74%] Built target velodyne_msgs__rosidl_typesupport_fastrtps_c
[0.175s] [ 74%] Built target velodyne_msgs__rosidl_typesupport_introspection_cpp
[0.178s] [ 74%] Built target velodyne_msgs__rosidl_typesupport_c
[0.213s] [ 74%] Built target velodyne_msgs
[0.251s] [ 76%] Built target velodyne_msgs__py
[0.289s] [ 84%] Built target velodyne_msgs__rosidl_generator_py
[0.330s] [ 92%] Built target velodyne_msgs__rosidl_typesupport_c__pyext
[0.332s] [ 94%] Built target velodyne_msgs__rosidl_typesupport_introspection_c__pyext
[0.338s] [100%] Built target velodyne_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.548s] running egg_info
[0.584s] writing velodyne_msgs.egg-info/PKG-INFO
[0.592s] writing dependency_links to velodyne_msgs.egg-info/dependency_links.txt
[0.600s] writing top-level names to velodyne_msgs.egg-info/top_level.txt
[0.704s] reading manifest file 'velodyne_msgs.egg-info/SOURCES.txt'
[0.705s] writing manifest file 'velodyne_msgs.egg-info/SOURCES.txt'
[0.748s] [100%] Built target ament_cmake_python_build_velodyne_msgs_egg
[0.765s] Invoked command in '/home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs -- -j8 -l8
[0.863s] Invoking command in '/home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/build/velodyne_msgs
[0.872s] -- Install configuration: ""
[0.872s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/share/ament_index/resource_index/rosidl_interfaces/velodyne_msgs
[0.872s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs
[0.872s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_scan__struct.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_packet__functions.c
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_packet__type_support.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_scan__functions.c
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_scan__type_support.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_scan__functions.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_packet__functions.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/detail/velodyne_packet__struct.h
[0.873s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/rosidl_generator_c__visibility_control.h
[0.874s] -- Up-to-date: /home/robmoemac/M-LADIS-sim/PX4 Aux/ws_sensor_combined/install/velodyne_msgs/include/velodyne_msgs/velodyne_msgs/msg/velodyne_scan.h
